key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
136,115,5,5,2,5,0,4,1,7,0,0,0,0,0,0,0,0
137,120,10,5,2,5,0,4,1,7,0,0,0,0,0,0,0,0
138,125,10,5,2,5,0,4,1,8,0,0,0,0,0,0,0,0
139,115,5,5,2,5,0,4,1,7,0,0,0,0,0,0,0,0
140,120,10,5,2,5,0,4,1,7,0,0,0,0,0,0,0,0
141,115,5,5,2,5,0,4,1,7,0,0,0,0,0,0,0,0
142,0,15,10,2,5,0,4,2,3,4,1,5,0,0,0,0,0
143,0,20,10,3,7,0,4,2,6,4,1,4,0,0,0,0,0
144,0,20,10,3,7,0,4,2,5,4,1,5,0,0,0,0,0
145,0,20,10,3,6,0,4,2,4,4,1,6,0,0,0,0,0
146,0,25,10,4,9,0,4,2,9,4,1,5,0,0,0,0,0
147,0,25,10,4,9,0,4,2,7,4,1,7,0,0,0,0,0
148,0,20,10,3,7,0,4,2,5,4,1,5,0,0,0,0,0
149,0,0,20,7,10,0,4,2,5,4,1,9,0,0,0,0,0
150,0,0,15,6,8,0,4,2,7,4,1,4,0,0,0,0,0
151,0,0,10,4,5,0,4,3,5,4,1,3,0,0,0,0,0
152,0,0,20,7,10,0,4,3,9,4,2,5,0,0,0,0,0
153,0,0,20,8,11,0,4,3,10,4,1,6,0,0,0,0,0
154,0,0,25,8,11,0,4,3,10,4,2,6,0,0,0,0,0
155,0,0,20,8,10,0,4,3,7,4,2,5,4,1,5,0,0
156,0,0,20,8,10,0,4,3,6,4,2,6,4,1,6,0,0
157,0,0,0,19,18,0,4,2,13,4,1,19,0,0,0,0,0
158,0,0,0,18,17,0,4,3,18,4,1,12,0,0,0,0,0
159,0,0,0,19,17,0,4,3,12,4,2,19,0,0,0,0,0
160,0,0,0,15,14,0,4,4,15,4,1,10,0,0,0,0,0
161,0,0,0,30,28,0,4,4,30,4,2,20,0,0,0,0,0
162,0,0,0,19,20,0,4,3,19,4,1,13,0,0,0,0,0
163,0,0,0,15,15,0,4,3,10,4,2,15,0,0,0,0,0
164,0,0,0,15,15,0,4,4,15,4,1,10,0,0,0,0,0
165,0,0,0,31,34,0,4,4,24,4,3,16,4,1,16,0,0
166,0,0,0,30,33,0,4,4,23,4,3,15,4,2,15,0,0
167,0,0,0,32,35,0,4,4,25,4,2,16,4,1,16,0,0
168,0,0,0,16,15,0,4,4,16,4,3,11,0,0,0,0,0
169,0,0,0,19,21,0,4,3,10,4,2,10,4,1,10,0,0
170,0,0,0,11,10,0,4,2,7,4,1,11,0,0,0,0,0
171,0,0,0,14,16,0,4,4,11,4,3,8,4,1,8,0,0
172,0,0,0,13,17,0,4,4,10,4,3,7,4,2,7,0,0
173,0,0,0,15,15,0,4,4,15,4,2,10,0,0,0,0,0
174,0,0,0,15,18,0,4,4,12,4,3,8,4,1,8,0,0
175,0,0,0,18,20,0,4,4,18,4,3,12,0,0,0,0,0
176,0,0,0,19,23,0,4,3,11,4,2,11,4,1,11,0,0
177,0,0,0,17,23,0,4,4,14,4,2,10,4,1,10,0,0
178,0,0,0,35,42,0,4,4,27,4,3,17,4,1,17,0,0
179,0,0,0,35,45,0,4,4,27,4,3,19,4,2,19,0,0
180,0,0,0,84,117,0,4,4,84,4,2,51,4,1,51,0,0
181,115,5,5,2,5,0,5,1,7,0,0,0,0,0,0,0,0
182,120,10,5,2,5,0,5,1,7,0,0,0,0,0,0,0,0
183,125,10,5,2,5,0,5,1,8,0,0,0,0,0,0,0,0
184,115,5,5,2,5,0,5,1,7,0,0,0,0,0,0,0,0
185,120,10,5,2,5,0,5,1,7,0,0,0,0,0,0,0,0
186,115,5,5,2,5,0,5,1,7,0,0,0,0,0,0,0,0
187,0,15,10,2,5,0,5,2,3,5,1,5,0,0,0,0,0
188,0,20,10,3,7,0,5,2,6,5,1,4,0,0,0,0,0
189,0,20,10,3,7,0,5,2,5,5,1,5,0,0,0,0,0
190,0,20,10,3,6,0,5,2,4,5,1,6,0,0,0,0,0
191,0,25,10,4,9,0,5,2,9,5,1,5,0,0,0,0,0
192,0,25,10,4,9,0,5,2,7,5,1,7,0,0,0,0,0
193,0,20,10,3,7,0,5,2,5,5,1,5,0,0,0,0,0
194,0,0,20,7,10,0,5,2,5,5,1,9,0,0,0,0,0
195,0,0,15,6,8,0,5,2,7,5,1,4,0,0,0,0,0
196,0,0,10,4,5,0,5,3,5,5,1,3,0,0,0,0,0
197,0,0,20,7,10,0,5,3,9,5,2,5,0,0,0,0,0
198,0,0,20,8,11,0,5,3,10,5,1,6,0,0,0,0,0
199,0,0,25,8,11,0,5,3,10,5,2,6,0,0,0,0,0
200,0,0,20,8,10,0,5,3,7,5,2,5,5,1,5,0,0
201,0,0,20,8,10,0,5,3,6,5,2,6,5,1,6,0,0
202,0,0,0,19,18,0,5,2,13,5,1,19,0,0,0,0,0
203,0,0,0,18,17,0,5,3,18,5,1,12,0,0,0,0,0
204,0,0,0,19,17,0,5,3,12,5,2,19,0,0,0,0,0
205,0,0,0,15,14,0,5,4,15,5,1,10,0,0,0,0,0
206,0,0,0,30,28,0,5,4,30,5,2,20,0,0,0,0,0
207,0,0,0,19,20,0,5,3,19,5,1,13,0,0,0,0,0
208,0,0,0,15,15,0,5,3,10,5,2,15,0,0,0,0,0
209,0,0,0,15,15,0,5,4,15,5,1,10,0,0,0,0,0
210,0,0,0,31,34,0,5,4,24,5,3,16,5,1,16,0,0
211,0,0,0,30,33,0,5,4,23,5,3,15,5,2,15,0,0
212,0,0,0,32,35,0,5,4,25,5,2,16,5,1,16,0,0
213,0,0,0,16,15,0,5,4,16,5,3,11,0,0,0,0,0
214,0,0,0,19,21,0,5,3,10,5,2,10,5,1,10,0,0
215,0,0,0,11,10,0,5,2,7,5,1,11,0,0,0,0,0
216,0,0,0,14,16,0,5,4,11,5,3,8,5,1,8,0,0
217,0,0,0,13,17,0,5,4,10,5,3,7,5,2,7,0,0
218,0,0,0,15,15,0,5,4,15,5,2,10,0,0,0,0,0
219,0,0,0,15,18,0,5,4,12,5,3,8,5,1,8,0,0
220,0,0,0,18,20,0,5,4,18,5,3,12,0,0,0,0,0
221,0,0,0,19,23,0,5,3,11,5,2,11,5,1,11,0,0
222,0,0,0,17,23,0,5,4,14,5,2,10,5,1,10,0,0
223,0,0,0,35,42,0,5,4,27,5,3,17,5,1,17,0,0
224,0,0,0,35,45,0,5,4,27,5,3,19,5,2,19,0,0
225,0,0,0,84,117,0,5,4,84,5,2,51,5,1,51,0,0
226,115,5,5,2,5,0,6,1,7,0,0,0,0,0,0,0,0
227,120,10,5,2,5,0,6,1,7,0,0,0,0,0,0,0,0
228,125,10,5,2,5,0,6,1,8,0,0,0,0,0,0,0,0
229,115,5,5,2,5,0,6,1,7,0,0,0,0,0,0,0,0
230,120,10,5,2,5,0,6,1,7,0,0,0,0,0,0,0,0
231,115,5,5,2,5,0,6,1,7,0,0,0,0,0,0,0,0
232,0,15,10,2,5,0,6,2,3,6,1,5,0,0,0,0,0
233,0,20,10,3,7,0,6,2,6,6,1,4,0,0,0,0,0
234,0,20,10,3,7,0,6,2,5,6,1,5,0,0,0,0,0
235,0,20,10,3,6,0,6,2,4,6,1,6,0,0,0,0,0
236,0,25,10,4,9,0,6,2,9,6,1,5,0,0,0,0,0
237,0,25,10,4,9,0,6,2,7,6,1,7,0,0,0,0,0
238,0,20,10,3,7,0,6,2,5,6,1,5,0,0,0,0,0
239,0,0,20,7,10,0,6,2,5,6,1,9,0,0,0,0,0
240,0,0,15,6,8,0,6,2,7,6,1,4,0,0,0,0,0
241,0,0,10,4,5,0,6,3,5,6,1,3,0,0,0,0,0
242,0,0,20,7,10,0,6,3,9,6,2,5,0,0,0,0,0
243,0,0,20,8,11,0,6,3,10,6,1,6,0,0,0,0,0
244,0,0,25,8,11,0,6,3,10,6,2,6,0,0,0,0,0
245,0,0,20,8,10,0,6,3,7,6,2,5,6,1,5,0,0
246,0,0,20,8,10,0,6,3,6,6,2,6,6,1,6,0,0
247,0,0,0,19,18,0,6,2,13,6,1,19,0,0,0,0,0
248,0,0,0,18,17,0,6,3,18,6,1,12,0,0,0,0,0
249,0,0,0,19,17,0,6,3,12,6,2,19,0,0,0,0,0
250,0,0,0,15,14,0,6,4,15,6,1,10,0,0,0,0,0
251,0,0,0,30,28,0,6,4,30,6,2,20,0,0,0,0,0
252,0,0,0,19,20,0,6,3,19,6,1,13,0,0,0,0,0
253,0,0,0,15,15,0,6,3,10,6,2,15,0,0,0,0,0
254,0,0,0,15,15,0,6,4,15,6,1,10,0,0,0,0,0
255,0,0,0,31,34,0,6,4,24,6,3,16,6,1,16,0,0
256,0,0,0,30,33,0,6,4,23,6,3,15,6,2,15,0,0
257,0,0,0,32,35,0,6,4,25,6,2,16,6,1,16,0,0
258,0,0,0,16,15,0,6,4,16,6,3,11,0,0,0,0,0
259,0,0,0,19,21,0,6,3,10,6,2,10,6,1,10,0,0
260,0,0,0,11,10,0,6,2,7,6,1,11,0,0,0,0,0
261,0,0,0,14,16,0,6,4,11,6,3,8,6,1,8,0,0
262,0,0,0,13,17,0,6,4,10,6,3,7,6,2,7,0,0
263,0,0,0,15,15,0,6,4,15,6,2,10,0,0,0,0,0
264,0,0,0,15,18,0,6,4,12,6,3,8,6,1,8,0,0
265,0,0,0,18,20,0,6,4,18,6,3,12,0,0,0,0,0
266,0,0,0,19,23,0,6,3,11,6,2,11,6,1,11,0,0
267,0,0,0,17,23,0,6,4,14,6,2,10,6,1,10,0,0
268,0,0,0,35,42,0,6,4,27,6,3,17,6,1,17,0,0
269,0,0,0,35,45,0,6,4,27,6,3,19,6,2,19,0,0
270,0,0,0,84,117,0,6,4,84,6,2,51,6,1,51,0,0
271,115,5,5,2,5,0,7,1,7,0,0,0,0,0,0,0,0
272,120,10,5,2,5,0,7,1,7,0,0,0,0,0,0,0,0
273,125,10,5,2,5,0,7,1,8,0,0,0,0,0,0,0,0
274,115,5,5,2,5,0,7,1,7,0,0,0,0,0,0,0,0
275,120,10,5,2,5,0,7,1,7,0,0,0,0,0,0,0,0
276,115,5,5,2,5,0,7,1,7,0,0,0,0,0,0,0,0
277,0,15,10,2,5,0,7,2,3,7,1,5,0,0,0,0,0
278,0,20,10,3,7,0,7,2,6,7,1,4,0,0,0,0,0
279,0,20,10,3,7,0,7,2,5,7,1,5,0,0,0,0,0
280,0,20,10,3,6,0,7,2,4,7,1,6,0,0,0,0,0
281,0,25,10,4,9,0,7,2,9,7,1,5,0,0,0,0,0
282,0,25,10,4,9,0,7,2,7,7,1,7,0,0,0,0,0
283,0,20,10,3,7,0,7,2,5,7,1,5,0,0,0,0,0
284,0,0,20,7,10,0,7,2,5,7,1,9,0,0,0,0,0
285,0,0,15,6,8,0,7,2,7,7,1,4,0,0,0,0,0
286,0,0,10,4,5,0,7,3,5,7,1,3,0,0,0,0,0
287,0,0,20,7,10,0,7,3,9,7,2,5,0,0,0,0,0
288,0,0,20,8,11,0,7,3,10,7,1,6,0,0,0,0,0
289,0,0,25,8,11,0,7,3,10,7,2,6,0,0,0,0,0
290,0,0,20,8,10,0,7,3,7,7,2,5,7,1,5,0,0
291,0,0,20,8,10,0,7,3,6,7,2,6,7,1,6,0,0
292,0,0,0,19,18,0,7,2,13,7,1,19,0,0,0,0,0
293,0,0,0,18,17,0,7,3,18,7,1,12,0,0,0,0,0
294,0,0,0,19,17,0,7,3,12,7,2,19,0,0,0,0,0
295,0,0,0,15,14,0,7,4,15,7,1,10,0,0,0,0,0
296,0,0,0,30,28,0,7,4,30,7,2,20,0,0,0,0,0
297,0,0,0,19,20,0,7,3,19,7,1,13,0,0,0,0,0
298,0,0,0,15,15,0,7,3,10,7,2,15,0,0,0,0,0
299,0,0,0,15,15,0,7,4,15,7,1,10,0,0,0,0,0
300,0,0,0,31,34,0,7,4,24,7,3,16,7,1,16,0,0
301,0,0,0,30,33,0,7,4,23,7,3,15,7,2,15,0,0
302,0,0,0,32,35,0,7,4,25,7,2,16,7,1,16,0,0
303,0,0,0,16,15,0,7,4,16,7,3,11,0,0,0,0,0
304,0,0,0,19,21,0,7,3,10,7,2,10,7,1,10,0,0
305,0,0,0,11,10,0,7,2,7,7,1,11,0,0,0,0,0
306,0,0,0,14,16,0,7,4,11,7,3,8,7,1,8,0,0
307,0,0,0,13,17,0,7,4,10,7,3,7,7,2,7,0,0
308,0,0,0,15,15,0,7,4,15,7,2,10,0,0,0,0,0
309,0,0,0,15,18,0,7,4,12,7,3,8,7,1,8,0,0
310,0,0,0,18,20,0,7,4,18,7,3,12,0,0,0,0,0
311,0,0,0,19,23,0,7,3,11,7,2,11,7,1,11,0,0
312,0,0,0,17,23,0,7,4,14,7,2,10,7,1,10,0,0
313,0,0,0,35,42,0,7,4,27,7,3,17,7,1,17,0,0
314,0,0,0,35,45,0,7,4,27,7,3,19,7,2,19,0,0
315,0,0,0,84,117,0,7,4,84,7,2,51,7,1,51,0,0
316,115,5,5,2,5,0,8,1,7,0,0,0,0,0,0,0,0
317,120,10,5,2,5,0,8,1,7,0,0,0,0,0,0,0,0
318,125,10,5,2,5,0,8,1,8,0,0,0,0,0,0,0,0
319,115,5,5,2,5,0,8,1,7,0,0,0,0,0,0,0,0
320,120,10,5,2,5,0,8,1,7,0,0,0,0,0,0,0,0
321,115,5,5,2,5,0,8,1,7,0,0,0,0,0,0,0,0
322,0,15,10,2,5,0,8,2,3,8,1,5,0,0,0,0,0
323,0,20,10,3,7,0,8,2,6,8,1,4,0,0,0,0,0
324,0,20,10,3,7,0,8,2,5,8,1,5,0,0,0,0,0
325,0,20,10,3,6,0,8,2,4,8,1,6,0,0,0,0,0
326,0,25,10,4,9,0,8,2,9,8,1,5,0,0,0,0,0
327,0,25,10,4,9,0,8,2,7,8,1,7,0,0,0,0,0
328,0,20,10,3,7,0,8,2,5,8,1,5,0,0,0,0,0
329,0,0,20,7,10,0,8,2,5,8,1,9,0,0,0,0,0
330,0,0,15,6,8,0,8,2,7,8,1,4,0,0,0,0,0
331,0,0,10,4,5,0,8,3,5,8,1,3,0,0,0,0,0
332,0,0,20,7,10,0,8,3,9,8,2,5,0,0,0,0,0
333,0,0,20,8,11,0,8,3,10,8,1,6,0,0,0,0,0
334,0,0,25,8,11,0,8,3,10,8,2,6,0,0,0,0,0
335,0,0,20,8,10,0,8,3,7,8,2,5,8,1,5,0,0
336,0,0,20,8,10,0,8,3,6,8,2,6,8,1,6,0,0
337,0,0,0,19,18,0,8,2,13,8,1,19,0,0,0,0,0
338,0,0,0,18,17,0,8,3,18,8,1,12,0,0,0,0,0
339,0,0,0,19,17,0,8,3,12,8,2,19,0,0,0,0,0
340,0,0,0,15,14,0,8,4,15,8,1,10,0,0,0,0,0
341,0,0,0,30,28,0,8,4,30,8,2,20,0,0,0,0,0
342,0,0,0,19,20,0,8,3,19,8,1,13,0,0,0,0,0
343,0,0,0,15,15,0,8,3,10,8,2,15,0,0,0,0,0
344,0,0,0,15,15,0,8,4,15,8,1,10,0,0,0,0,0
345,0,0,0,31,34,0,8,4,24,8,3,16,8,1,16,0,0
346,0,0,0,30,33,0,8,4,23,8,3,15,8,2,15,0,0
347,0,0,0,32,35,0,8,4,25,8,2,16,8,1,16,0,0
348,0,0,0,16,15,0,8,4,16,8,3,11,0,0,0,0,0
349,0,0,0,19,21,0,8,3,10,8,2,10,8,1,10,0,0
350,0,0,0,11,10,0,8,2,7,8,1,11,0,0,0,0,0
351,0,0,0,14,16,0,8,4,11,8,3,8,8,1,8,0,0
352,0,0,0,13,17,0,8,4,10,8,3,7,8,2,7,0,0
353,0,0,0,15,15,0,8,4,15,8,2,10,0,0,0,0,0
354,0,0,0,15,18,0,8,4,12,8,3,8,8,1,8,0,0
355,0,0,0,18,20,0,8,4,18,8,3,12,0,0,0,0,0
356,0,0,0,19,23,0,8,3,11,8,2,11,8,1,11,0,0
357,0,0,0,17,23,0,8,4,14,8,2,10,8,1,10,0,0
358,0,0,0,35,42,0,8,4,27,8,3,17,8,1,17,0,0
359,0,0,0,35,45,0,8,4,27,8,3,19,8,2,19,0,0
360,0,0,0,84,117,0,8,4,84,8,2,51,8,1,51,0,0
361,180,10,5,3,7,0,9,1,11,0,0,0,0,0,0,0,0
362,180,10,5,3,7,0,9,1,11,0,0,0,0,0,0,0,0
363,110,5,5,2,4,0,9,1,7,0,0,0,0,0,0,0,0
364,110,5,5,2,4,0,9,1,7,0,0,0,0,0,0,0,0
365,150,10,5,2,6,0,9,1,9,0,0,0,0,0,0,0,0
366,150,10,5,2,6,0,9,1,9,0,0,0,0,0,0,0,0
367,0,25,10,3,8,0,9,2,4,9,1,8,0,0,0,0,0
368,0,10,5,2,3,0,9,2,3,9,1,2,0,0,0,0,0
369,0,20,10,3,6,0,9,2,5,9,1,5,0,0,0,0,0
370,0,20,10,3,6,0,9,2,4,9,1,6,0,0,0,0,0
371,0,20,10,3,6,0,9,2,6,9,1,4,0,0,0,0,0
372,0,20,10,3,6,0,9,2,5,9,1,5,0,0,0,0,0
373,0,25,10,3,8,0,9,2,6,9,1,6,0,0,0,0,0
374,0,0,15,6,8,0,9,2,4,9,1,8,0,0,0,0,0
375,0,0,10,3,3,0,9,2,3,9,1,2,0,0,0,0,0
376,0,0,15,5,7,0,9,3,6,9,1,4,0,0,0,0,0
377,0,0,15,5,7,0,9,3,6,9,2,4,0,0,0,0,0
378,0,0,15,5,7,0,9,3,6,9,1,4,0,0,0,0,0
379,0,0,15,5,7,0,9,3,6,9,2,4,0,0,0,0,0
380,0,0,15,6,8,0,9,3,5,9,2,4,9,1,4,0,0
381,0,0,30,12,16,0,9,3,9,9,2,9,9,1,9,0,0
382,0,0,0,10,9,0,9,2,7,9,1,10,0,0,0,0,0
383,0,0,0,7,7,0,9,3,7,9,1,5,0,0,0,0,0
